id,Attribute,Year
133931,Animation,2012
280871,Drama,2014
280871,History,2014
239897,Animation,2014
184341,Drama,2016
334074,Thriller,2015
199373,Crime,2013
199373,Thriller,2013
14202,Drama,2006
14202,Romance,2006
6968,Action,2008
6968,Crime,2008
6968,Drama,2008
6968,Thriller,2008
6968,History,2008
581,Adventure,1990
581,Drama,1990
581,Western,1990
52449,Comedy,2011
12150,Crime,1989
12150,Drama,1989
12150,Mystery,1989
11247,Comedy,2004
4232,Crime,1996
4232,Horror,1996
4232,Mystery,1996
9378,Thriller,2001
9378,Horror,2001
694,Thriller,1980
694,Horror,1980
105,Adventure,1985
105,Family,1985
105,Science Fiction,1985
105,Comedy,1985
11377,Thriller,1999
11377,Horror,1999
11377,Mystery,1999
26367,Drama,2009
26367,Comedy,2009
385383,Action,2016
385383,Drama,2016
41210,Drama,2010
41210,Comedy,2010
41210,Romance,2010
12090,Comedy,2003
62630,Action,2011
62630,Crime,2011
62630,Drama,2011
62630,Thriller,2011
62630,War,2011
16110,Family,2000
16110,Drama,2000
16110,Science Fiction,2000
16110,Animation,2000
29427,Action,2010
29427,Horror,2010
29427,Mystery,2010
129,Fantasy,2001
129,Adventure,2001
129,Family,2001
129,Animation,2001
244114,Action,2013
244114,Crime,2013
2669,Action,1984
2669,Drama,1984
2669,History,1984
203833,Drama,2013
13523,Adventure,2008
13523,Comedy,2008
13523,Romance,2008
25195,Comedy,2010
25195,Romance,2010
17277,Drama,1964
17277,History,1964
50725,Drama,2011
50725,Comedy,2011
50725,Romance,2011
82631,Drama,2012
73191,Fantasy,1993
73191,Family,1993
73191,Music,1993
22479,Crime,1996
22479,Drama,1996
22479,Thriller,1996
22479,Music,1996
340611,Drama,2016
10065,Drama,2005
10065,Thriller,2005
10065,Horror,2005
2757,Crime,2002
2757,Drama,2002
2757,Comedy,2002
11683,Horror,2005
244339,Action,2013
1878,Adventure,1998
1878,Drama,1998
1878,Comedy,1998
23082,Fantasy,2009
23082,Comedy,2009
23082,Romance,2009
195589,Comedy,2014
854,Crime,1994
854,Fantasy,1994
854,Comedy,1994
854,Romance,1994
2280,Fantasy,1988
2280,Family,1988
2280,Drama,1988
2280,Comedy,1988
2280,Romance,1988
496,Comedy,2006
8835,Comedy,2001
157,Action,1984
157,Adventure,1984
157,Science Fiction,1984
157,Thriller,1984
8643,Crime,2005
8643,Drama,2005
8643,Thriller,2005
8643,Horror,2005
10402,Comedy,1999
218043,Action,2014
218043,Science Fiction,2014
218043,Thriller,2014
9043,Drama,2005
9043,Comedy,2005
9043,Romance,2005
21301,Drama,2004
21301,Comedy,2004
10147,Crime,2003
10147,Drama,2003
10147,Comedy,2003
816,Crime,1997
816,Science Fiction,1997
816,Comedy,1997
302688,Family,2016
302688,Comedy,2016
302688,Romance,2016
60307,Family,2011
60307,Comedy,2011
106,Action,1987
106,Adventure,1987
106,Science Fiction,1987
106,Thriller,1987
279,Drama,1984
279,History,1984
279,Music,1984
8617,Crime,2008
8617,Horror,2008
10625,Comedy,2004
10934,Drama,2003
10934,Comedy,2003
10934,Romance,2003
5279,Drama,2001
5279,Thriller,2001
5279,Mystery,2001
10013,Fantasy,1986
10013,Drama,1986
10013,Comedy,1986
10013,Romance,1986
194662,Drama,2014
194662,Comedy,2014
160588,Drama,2013
160588,Comedy,2013
9829,Action,2006
9829,Crime,2006
9829,Drama,2006
9829,Thriller,2006
9829,History,2006
10028,Family,2003
10028,Romance,2003
10028,Music,2003
10535,Action,1996
10535,Comedy,1996
790,Horror,1980
43959,Action,2011
43959,Drama,2011
10364,Drama,1970
10364,Comedy,1970
10364,War,1970
16991,Crime,2009
16991,Drama,2009
16991,Comedy,2009
9610,Action,1984
9610,Fantasy,1984
9610,Adventure,1984
1578,Drama,1980
25643,Drama,2009
25643,Romance,2009
11904,Action,1985
11904,Crime,1985
11904,Adventure,1985
11904,Family,1985
11904,Drama,1985
11904,Thriller,1985
11904,Mystery,1985
28665,Drama,2009
28665,Comedy,2009
28665,Romance,2009
28665,Music,2009
44115,Adventure,2010
44115,Drama,2010
44115,Thriller,2010
10569,Action,2000
10569,Crime,2000
10569,Comedy,2000
10560,Drama,2000
10560,Music,2000
333348,Family,2015
333348,Comedy,2015
20483,Action,2004
20483,Adventure,2004
20483,Family,2004
11457,Drama,2001
321697,Drama,2015
321697,History,2015
19840,Comedy,2009
19840,Romance,2009
22327,Drama,2009
22327,Comedy,2009
22327,Romance,2009
38665,Action,1981
38665,Adventure,1981
38665,Romance,1981
38665,Western,1981
2575,Drama,2001
2575,Thriller,2001
11644,Drama,1981
11644,Thriller,1981
11644,Mystery,1981
146227,Action,2013
146227,Crime,2013
68924,Drama,1997
253235,Drama,2014
253235,Comedy,2014
253235,Romance,2014
22102,Adventure,1989
22102,Family,1989
22102,Comedy,1989
18701,Drama,2004
18701,Comedy,2004
18701,Romance,2004
10068,Drama,1986
10068,Romance,1986
848,Fantasy,1981
36811,Drama,2009
36811,Romance,2009
522,Drama,1994
522,Comedy,1994
522,History,1994
130150,Drama,2013
12246,History,2007
13809,Action,2008
13809,Crime,2008
13809,Thriller,2008
27380,Action,1982
27380,Adventure,1982
27380,Science Fiction,1982
10549,Drama,1996
33870,Drama,2009
33870,Romance,2009
245703,Adventure,2016
245703,Drama,2016
245703,Science Fiction,2016
10739,Comedy,2003
10739,Romance,2003
127560,Drama,2013
127560,History,2013
37903,Crime,2009
37903,Drama,2009
37903,Mystery,2009
396152,Horror,2016
10017,Action,1986
10017,Crime,1986
10017,Science Fiction,1986
10017,Romance,1986
10017,Horror,1986
11468,Drama,2002
11468,Thriller,2002
11468,Mystery,2002
193613,Music,2013
17436,Drama,2008
43434,Crime,2010
43434,Drama,2010
43434,Thriller,2010
43434,History,2010
31166,Drama,2009
31166,Thriller,2009
69848,Action,1999
69848,Drama,1999
69848,Western,1999
69848,History,1999
8408,Science Fiction,1985
8408,Horror,1985
332411,Action,2016
332411,Crime,2016
332411,Drama,2016
332411,Thriller,2016
9389,Action,2006
9389,Science Fiction,2006
9389,Animation,2006
9626,Action,1985
9626,Fantasy,1985
9626,Adventure,1985
75638,Thriller,2012
8363,Comedy,2007
15670,Crime,2009
15670,Drama,2009
15670,Comedy,2009
290555,Action,2014
290555,Horror,2014
8328,Drama,2008
8328,Romance,2008
8328,Music,2008
10982,Family,2005
10982,Comedy,2005
10982,Animation,2005
205,Drama,2004
205,History,2004
205,War,2004
1620,Action,2007
1620,Crime,2007
1620,Drama,2007
1620,Thriller,2007
175541,Drama,2013
175541,Music,2013
241254,Action,2014
241254,Thriller,2014
31932,Thriller,2002
1933,Drama,2001
1933,Thriller,2001
1933,Horror,2001
1933,Mystery,2001
679,Action,1986
679,Science Fiction,1986
679,Thriller,1986
679,Horror,1986
11113,Family,1964
11113,Drama,1964
11113,Romance,1964
11113,Music,1964
3597,Thriller,1997
3597,Horror,1997
3597,Mystery,1997
193893,Comedy,2014
9675,Drama,2004
9675,Comedy,2004
9675,Romance,2004
9988,Comedy,2006
948,Thriller,1978
948,Horror,1978
21765,Family,2003
21765,Science Fiction,2003
21765,Comedy,2003
146304,Comedy,2013
7516,Action,2006
7516,Crime,2006
7516,Thriller,2006
7516,Comedy,2006
41439,Crime,2010
41439,Horror,2010
2752,Comedy,2002
2752,Romance,2002
9429,Comedy,1998
38117,Fantasy,2011
38117,Drama,2011
38117,Romance,2011
9792,Thriller,2006
9792,Horror,2006
13778,Comedy,2003
228203,Drama,2015
41382,Comedy,2010
13960,Drama,2006
114150,Comedy,2012
114150,Romance,2012
114150,Music,2012
26602,Drama,2001
26602,Comedy,2001
26602,Romance,2001
10223,Crime,1998
10223,Drama,1998
10223,Thriller,1998
16028,Thriller,2002
16028,Horror,2002
15639,Comedy,2006
16112,Family,1999
26390,Crime,2009
26390,Drama,2009
26390,Thriller,2009
27759,Action,1963
27759,Drama,1963
27759,History,1963
109428,Horror,2013
23049,Comedy,2009
23049,Romance,2009
9310,Family,2006
9310,Drama,2006
9310,Comedy,2006
11411,Action,1987
11411,Adventure,1987
11411,Science Fiction,1987
16988,Drama,2008
7304,Action,2006
7304,Crime,2006
7304,Drama,2006
7304,Thriller,2006
24747,Drama,2004
58048,Adventure,1986
1491,Fantasy,2006
1491,Drama,2006
1491,Thriller,2006
1491,Romance,2006
2989,Adventure,1981
2989,Thriller,1981
10629,Crime,2003
10629,Drama,2003
10629,Thriller,2003
255343,Thriller,2014
255343,Romance,2014
4723,Action,2006
4723,Adventure,2006
4723,Drama,2006
4723,Science Fiction,2006
4723,Thriller,2006
4723,Comedy,2006
10800,Family,2008
10800,Animation,2008
25763,Action,1977
25763,Adventure,1977
25763,Science Fiction,1977
79694,Thriller,2012
79694,Horror,2012
4032,Family,1991
4032,Drama,1991
4032,Comedy,1991
18615,Drama,2006
18615,Romance,2006
18615,Mystery,2006
10673,Crime,1987
10673,Drama,1987
4584,Drama,1995
4584,Romance,1995
2977,Drama,2007
2977,Romance,2007
10760,Comedy,2007
11093,Drama,2003
207,Drama,1989
8467,Comedy,1994
639,Drama,1989
639,Comedy,1989
639,Romance,1989
24226,Drama,1982
9285,Adventure,2000
9285,Comedy,2000
14709,Drama,1999
14709,Comedy,1999
14709,Romance,1999
74643,Drama,2011
74643,Comedy,2011
74643,Romance,2011
13788,Thriller,2009
13788,Horror,2009
13788,Mystery,2009
83666,Drama,2012
83666,Comedy,2012
83666,Romance,2012
10781,Horror,2006
318850,Drama,2016
13908,Family,2002
13908,Comedy,2002
1417,Fantasy,2006
1417,Drama,2006
1417,War,2006
39180,Action,2001
39180,Family,2001
39180,Comedy,2001
16161,Crime,2001
16161,Drama,2001
16161,Romance,2001
49950,Drama,2011
49950,Thriller,2011
49950,Horror,2011
10956,Adventure,2001
10956,Drama,2001
10956,Comedy,2001
10956,Romance,2001
10956,Mystery,2001
9594,Action,1991
9594,Crime,1991
9594,Drama,1991
9594,Thriller,1991
4638,Action,2007
4638,Crime,2007
4638,Comedy,2007
13972,Drama,2008
13972,Comedy,2008
13972,Romance,2008
5038,Drama,2008
5038,Romance,2008
13491,Action,2007
13491,Adventure,2007
13491,Drama,2007
13491,Romance,2007
10571,Drama,2000
10571,Comedy,2000
10571,Romance,2000
10994,Drama,2002
19994,Comedy,2009
19994,Horror,2009
25166,Crime,2000
25166,Comedy,2000
25166,Mystery,2000
30890,Drama,1987
30890,Comedy,1987
23169,Drama,2010
23169,Romance,2010
17403,Drama,2003
17403,Comedy,2003
17403,Romance,2003
12120,Science Fiction,1988
12120,Comedy,1988
9800,Drama,1993
1090,Science Fiction,1999
1090,Thriller,1999
1090,Mystery,1999
18475,Drama,2004
18475,Comedy,2004
40160,Action,1979
40160,Science Fiction,1979
40160,Thriller,1979
18074,Drama,2000
18074,Comedy,2000
18074,Music,2000
9689,Drama,2002
9689,Comedy,2002
9781,Comedy,1999
9781,Music,1999
8009,Action,1986
8009,Fantasy,1986
8009,Adventure,1986
3877,Drama,2007
8854,Action,1997
8854,Adventure,1997
8854,Science Fiction,1997
152599,Drama,2013
152599,Romance,2013
18840,Family,2005
18840,Drama,2005
18840,Romance,2005
18840,History,2005
68727,Crime,2013
68727,Drama,2013
68727,Thriller,2013
68727,Mystery,2013
12657,Comedy,2004
12657,Romance,2004
8265,Comedy,2008
12410,Drama,2008
34647,Fantasy,2009
34647,Drama,2009
73935,Comedy,2012
73935,Romance,2012
73935,Horror,2012
28178,Family,2009
28178,Drama,2009
185567,Crime,2013
185567,Drama,2013
185567,Thriller,2013
264656,Drama,2014
264656,Western,2014
35696,Drama,2002
35696,Comedy,2002
16351,Drama,2002
16351,War,2002
38717,Action,2001
38717,Adventure,2001
38717,Drama,2001
18777,Crime,2005
18777,Drama,2005
18777,Thriller,2005
18777,Mystery,2005
2110,Action,2001
2110,Drama,2001
2110,Comedy,2001
9035,Science Fiction,2006
9035,Comedy,2006
9035,Horror,2006
90,Action,1984
90,Crime,1984
90,Comedy,1984
771,Family,1990
771,Comedy,1990
12154,Family,1987
12154,Drama,1987
12154,Comedy,1987
9576,Comedy,1982
9576,Romance,1982
744,Action,1986
744,Romance,1986
744,War,1986
146,Action,2000
146,Adventure,2000
146,Drama,2000
146,Romance,2000
14,Drama,1999
45269,Drama,2010
45269,History,2010
9493,Comedy,1988
22556,Drama,2008
22556,Romance,2008
873,Drama,1985
33196,Action,2009
33196,Adventure,2009
33196,Drama,2009
33196,Thriller,2009
205596,Drama,2014
205596,Thriller,2014
205596,History,2014
205596,War,2014
10765,Comedy,1980
16769,Drama,1980
16769,Music,1980
33217,Family,2010
33217,Comedy,2010
132232,Horror,2013
11153,Adventure,1983
11153,Comedy,1983
11153,Romance,1983
208134,Comedy,2013
1165,Drama,2006
4011,Fantasy,1988
4011,Comedy,1988
17202,Drama,2007
17202,Comedy,2007
9587,Drama,1994
9587,Romance,1994
65086,Drama,2012
65086,Thriller,2012
65086,Horror,2012
10053,Thriller,2006
10053,Horror,2006
11870,Family,2002
11870,Comedy,2002
11778,Drama,1978
11778,War,1978
586,Drama,1997
586,Comedy,1997
18736,Family,2003
18736,Comedy,2003
134411,Drama,2013
134411,Thriller,2013
287903,Fantasy,2015
287903,Comedy,2015
287903,Horror,2015
9276,Science Fiction,1998
9276,Horror,1998
9276,Mystery,1998
15765,Drama,1993
15765,Music,1993
2142,Action,1997
2142,Crime,1997
2142,Drama,1997
11397,Comedy,2001
77016,Crime,2012
77016,Drama,2012
77016,Thriller,2012
11478,Crime,2000
11478,Drama,2000
11478,Thriller,2000
266856,Drama,2014
266856,Romance,2014
13411,Crime,2003
13411,Comedy,2003
10564,Drama,2000
10564,Comedy,2000
10564,Romance,2000
947,Adventure,1962
947,Drama,1962
947,History,1962
947,War,1962
24150,Horror,2009
228970,Drama,2014
18405,Crime,2009
18405,Drama,2009
18405,Thriller,2009
18405,Horror,2009
6961,Comedy,2005
6961,Romance,2005
11442,Thriller,2002
11442,Horror,2002
2493,Fantasy,1987
2493,Adventure,1987
2493,Family,1987
2493,Comedy,1987
2493,Romance,1987
14047,Drama,2007
64690,Action,2011
64690,Crime,2011
64690,Drama,2011
64690,Thriller,2011
11132,Comedy,2004
17127,Drama,1998
17127,Comedy,1998
17127,Romance,1998
1562,Science Fiction,2007
1562,Thriller,2007
1562,Horror,2007
232679,Drama,2014
17880,Family,2005
17880,Drama,2005
17880,Comedy,2005
14736,Action,2000
14736,Drama,2000
14736,Comedy,2000
14736,Romance,2000
9434,Action,1997
9434,Thriller,1997
9434,Comedy,1997
9434,Romance,1997
23706,Comedy,2009
11531,Thriller,2000
11531,Horror,2000
11531,Mystery,2000
9100,Fantasy,1996
9100,Drama,1996
9100,Thriller,1996
9100,Horror,1996
116,Crime,2005
116,Drama,2005
116,Thriller,2005
116,Romance,2005
38843,Family,2010
38843,Comedy,2010
1245,Drama,1993
1245,Romance,1993
4995,Drama,1997
10413,Action,1993
10413,Adventure,1993
10413,Drama,1993
10413,Thriller,1993
14012,Drama,2006
9793,Thriller,2007
9793,Horror,2007
12212,Horror,2000
13768,Fantasy,2002
13768,Family,2002
13768,Drama,2002
13768,Science Fiction,2002
13768,Romance,2002
8975,Action,2006
8975,Adventure,2006
8975,Drama,2006
8975,Thriller,2006
342521,Action,2016
342521,Comedy,2016
45272,Drama,2010
45272,Romance,2010
9424,Science Fiction,1998
9424,Horror,1998
9424,Mystery,1998
97367,Crime,2013
97367,Drama,2013
254904,Action,2014
254904,Crime,2014
254904,Thriller,2014
18681,Drama,1999
18681,Thriller,1999
18681,Mystery,1999
12162,Drama,2008
12162,Thriller,2008
12162,War,2008
11495,Action,1984
11495,Fantasy,1984
11495,Drama,1984
11495,Thriller,1984
11495,Horror,1984
64689,Crime,2012
64689,Thriller,2012
157849,Thriller,2014
13166,Comedy,2001
15511,Adventure,2008
15511,Family,2008
15511,Science Fiction,2008
15511,Comedy,2008
15511,Animation,2008
37003,Music,2007
37003,Documentary,2007
12211,Action,2000
12211,Fantasy,2000
12211,Science Fiction,2000
13816,Crime,2006
13816,Drama,2006
13816,Music,2006
51828,Drama,2011
51828,Romance,2011
22798,Drama,2009
7501,Crime,2001
7501,Thriller,2001
10743,Action,2003
10743,Crime,2003
10743,Thriller,2003
10743,Comedy,2003
37718,Fantasy,1999
37718,Comedy,1999
15237,Drama,2004
15237,Music,2004
9686,Drama,1989
9686,Comedy,1989
9686,Romance,1989
17644,Family,1998
97430,Action,2012
12257,Drama,1998
12257,Comedy,1998
12257,Romance,1998
13539,Romance,2000
68,Science Fiction,1985
68,Comedy,1985
14024,Drama,2004
14024,Romance,2004
14024,Music,2004
115,Crime,1998
115,Comedy,1998
7874,Drama,2006
4911,Action,2002
4911,Crime,2002
4911,Drama,2002
4911,Thriller,2002
1988,Drama,2007
1988,Thriller,2007
16222,Drama,2000
16222,Comedy,2000
16222,Romance,2000
9557,Comedy,2002
9026,Drama,2002
9026,Comedy,2002
9026,Romance,2002
9026,History,2002
57943,Fantasy,1998
57943,Drama,1998
57943,Comedy,1998
57943,Romance,1998
18276,Family,2006
18276,Drama,2006
8321,Crime,2008
8321,Drama,2008
8321,Comedy,2008
72359,Comedy,2013
10186,Comedy,2008
10186,Music,2008
25704,Comedy,2009
133694,Drama,2012
19265,Comedy,2009
19265,Romance,2009
36047,Thriller,2000
8053,Crime,2005
8053,Adventure,2005
8053,Drama,2005
8053,Western,2005
8053,Mystery,2005
2290,Drama,1999
2290,Comedy,1999
2290,History,1999
5236,Action,2005
5236,Crime,2005
5236,Comedy,2005
5236,Mystery,2005
6552,Thriller,1999
6552,Comedy,1999
6552,Horror,1999
1018,Drama,2001
1018,Thriller,2001
1018,Mystery,2001
10075,Fantasy,2007
10075,Drama,2007
10075,Romance,2007
10075,Horror,2007
38031,Drama,2010
38031,Comedy,2010
38031,Romance,2010
42188,Drama,2010
42188,Science Fiction,2010
42188,Romance,2010
112430,Drama,2007
6687,Crime,2008
6687,Thriller,2008
6687,Mystery,2008
13853,Adventure,1986
13853,Drama,1986
31306,Drama,1999
31306,Comedy,1999
8461,Crime,2007
8461,Thriller,2007
8461,Horror,2007
331592,Drama,2015
331592,Science Fiction,2015
331592,Thriller,2015
47692,Drama,1999
19,Drama,1927
19,Science Fiction,1927
10045,Action,2004
10045,Science Fiction,2004
10045,Thriller,2004
400,Crime,1995
400,Drama,1995
253450,Action,2015
253450,Drama,2015
253450,History,2015
9104,Crime,2001
9104,Drama,2001
9104,Thriller,2001
9104,Comedy,2001
9104,War,2001
11190,Drama,2003
11190,Thriller,2003
11190,Mystery,2003
16353,Action,2008
16353,Adventure,2008
16353,Thriller,2008
23759,Action,2010
23759,Adventure,2010
23759,Drama,2010
24206,Action,1996
24206,Drama,1996
24206,Thriller,1996
10185,Crime,2008
10185,Drama,2008
10185,Thriller,2008
10185,Horror,2008
10185,Mystery,2008
75033,Drama,2011
74536,Crime,2011
74536,Drama,2011
74536,Thriller,2011
31668,Action,2001
31668,Drama,2001
31668,Comedy,2001
31668,History,2001
13501,Fantasy,2007
13501,Drama,2007
13501,Comedy,2007
13501,Romance,2007
13501,Music,2007
15208,Fantasy,2008
15208,Drama,2008
172391,Adventure,2013
172391,Family,2013
172391,Animation,2013
262543,Science Fiction,2014
262543,Thriller,2014
9288,Action,2005
9288,Fantasy,2005
9288,Adventure,2005
370980,Drama,2015
20083,Action,2009
20083,Crime,2009
20083,Drama,2009
20083,Thriller,2009
40880,Drama,2001
40880,Foreign,2001
137,Fantasy,1993
137,Drama,1993
137,Comedy,1993
137,Romance,1993
264999,Drama,2015
264999,Comedy,2015
264999,Music,2015
454,Drama,1996
454,Romance,1996
53457,Drama,2010
53457,War,2010
288980,Drama,2014
33,Western,1992
1951,Drama,2005
12405,Drama,2008
12405,Romance,2008
10998,Drama,1987
10998,Thriller,1987
10998,Romance,1987
114,Comedy,1990
114,Romance,1990
9396,Adventure,1988
9396,Comedy,1988
319910,Crime,2015
319910,Drama,2015
319910,Thriller,2015
319910,Mystery,2015
2604,Drama,1989
2604,War,1989
864,Comedy,1993
14435,Horror,2009
14435,Mystery,2009
1931,Drama,2007
1931,Music,2007
691,Action,1977
691,Adventure,1977
691,Thriller,1977
9877,Thriller,1998
9877,Horror,1998
62008,Drama,2012
62008,Comedy,2012
62008,Romance,2012
12227,Action,1991
12227,Adventure,1991
12227,Family,1991
12227,Drama,1991
13824,Family,1999
13824,Comedy,1999
71688,Drama,2011
71688,History,2011
15173,Action,2002
15173,Fantasy,2002
15173,Adventure,2002
15173,Family,2002
15173,Comedy,2002
15173,Animation,2002
15173,Romance,2002
8291,Drama,1993
8291,Romance,1993
13950,Action,2002
13950,Adventure,2002
13950,Comedy,2002
12158,Comedy,1995
12158,Romance,1995
12158,Horror,1995
11586,Fantasy,1977
11586,Thriller,1977
11586,Horror,1977
10008,Thriller,2005
10008,Horror,2005
2830,Comedy,2003
2830,Romance,2003
12403,Adventure,2009
12403,Thriller,2009
12403,Mystery,2009
34563,Comedy,2010
14557,Comedy,1998
10368,Drama,1999
10368,Comedy,1999
10368,War,1999
10280,Thriller,1996
10280,Horror,1996
12637,Drama,1977
12637,Romance,1977
12637,Music,1977
34152,Drama,1994
34152,Comedy,1994
14434,Comedy,2007
14434,Romance,2007
11470,Science Fiction,2001
11470,Horror,2001
10741,Drama,2006
10741,History,2006
24940,Comedy,2001
24940,Romance,2001
82679,Comedy,2012
2013,Drama,2007
1440,Drama,2006
1440,Romance,2006
18041,Drama,2000
18041,Thriller,2000
18041,Mystery,2000
28029,Drama,1999
28029,Romance,1999
1123,Action,2006
1123,Drama,2006
1123,Thriller,2006
14033,Thriller,2001
14033,Horror,2001
14033,Mystery,2001
87729,Drama,1995
87729,Romance,1995
16899,Comedy,2008
16899,Romance,2008
41317,Action,1978
41317,Adventure,1978
41317,Drama,1978
41317,Romance,1978
245700,Drama,2014
245700,History,2014
37842,Drama,2009
37842,Romance,2009
9045,Drama,2002
9045,History,2002
44092,Action,2010
44092,History,2010
16005,Drama,2008
16005,Comedy,2008
16005,History,2008
44754,Drama,2011
23988,Comedy,2009
23988,Horror,2009
43949,Drama,2010
43949,Romance,2010
142,Drama,2005
142,Romance,2005
9603,Drama,1995
9603,Comedy,1995
9603,Romance,1995
10712,Drama,2002
10712,Romance,2002
243938,Comedy,2015
10876,Drama,2000
86838,Crime,2012
86838,Comedy,2012
25208,Drama,2001
25208,Thriller,2001
25208,Mystery,2001
613,Drama,2004
613,History,2004
613,War,2004
1913,Drama,2004
97370,Drama,2014
97370,Science Fiction,2014
97370,Thriller,2014
801,Drama,1987
801,Comedy,1987
801,War,1987
70829,Action,2010
70829,Thriller,2010
70829,Comedy,2010
54518,Family,2011
54518,Music,2011
54518,Documentary,2011
44214,Drama,2010
44214,Thriller,2010
240,Crime,1974
240,Drama,1974
9816,Family,2001
9816,Drama,2001
9816,Romance,2001
9816,Music,2001
10131,Thriller,1988
10131,Horror,1988
339984,Drama,2016
8859,Comedy,2000
11967,Action,1988
11967,Crime,1988
11967,Adventure,1988
11967,Drama,1988
11967,Western,1988
239563,Comedy,2014
222899,Comedy,2014
222899,Romance,2014
4951,Drama,1999
4951,Comedy,1999
4951,Romance,1999
10985,Family,2002
10985,Comedy,2002
9644,Comedy,1993
332567,Drama,2016
332567,Thriller,2016
332567,Horror,2016
1954,Science Fiction,2004
1954,Thriller,2004
15489,Family,2000
15489,Comedy,2000
15250,Drama,2007
15250,Comedy,2007
22345,Family,1999
22345,Science Fiction,1999
22345,Comedy,1999
9448,Action,1998
9448,Adventure,1998
9448,Thriller,1998
9448,Comedy,1998
38223,Family,1996
38223,Drama,1996
38223,Comedy,1996
11186,Drama,1990
11186,Horror,1990
136835,Crime,2014
136835,Thriller,2014
5876,Science Fiction,2007
5876,Thriller,2007
5876,Horror,2007
264660,Drama,2015
264660,Science Fiction,2015
492,Fantasy,1999
492,Drama,1999
492,Comedy,1999
25462,Comedy,2001
25462,Romance,2001
238603,Adventure,2014
238603,Family,2014
238603,Science Fiction,2014
10691,Drama,2001
10691,Romance,2001
1251,Action,2006
1251,Adventure,2006
1251,Drama,2006
1251,War,2006
5172,Adventure,2006
5172,Drama,2006
5172,Science Fiction,2006
5172,Comedy,2006
58680,Comedy,1998
58680,Romance,1998
264644,Drama,2015
264644,Thriller,2015
14577,Comedy,1998
11592,Crime,1994
11592,Thriller,1994
11592,Comedy,1994
11592,Horror,1994
16406,Comedy,1999
19052,Drama,1999
19052,Thriller,1999
3682,Drama,1998
3682,Music,1998
9683,Adventure,2001
9683,Drama,2001
9683,Comedy,2001
9683,Romance,2001
2084,Crime,2001
2084,Thriller,2001
2084,Comedy,2001
107811,Comedy,2013
2266,Drama,2006
2266,Romance,2006
13074,Drama,2007
144340,Drama,2013
144340,Comedy,2013
144340,Romance,2013
48217,Drama,2000
48217,Romance,2000
28211,Drama,2009
28211,Thriller,2009
28211,Mystery,2009
47502,Crime,1996
47502,Drama,1996
47502,Comedy,1996
9950,Action,2006
9950,Crime,2006
9950,Drama,2006
9950,Comedy,2006
84892,Drama,2012
84892,Romance,2012
24227,Action,1993
9672,Drama,2006
44853,Drama,2000
44853,Romance,2000
44853,Western,2000
157544,Thriller,2015
157544,Horror,2015
59678,Action,2011
59678,Science Fiction,2011
59678,Comedy,2011
79777,Drama,2011
79777,Romance,2011
79777,War,2011
158011,Crime,2013
158011,Thriller,2013
407887,Action,2016
407887,Drama,2016
407887,History,2016
407887,War,2016
17043,Action,2002
17043,Adventure,2002
17043,Family,2002
8952,Drama,2009
8952,Comedy,2009
8952,Romance,2009
62204,Adventure,1981
62204,Drama,1981
13435,Drama,2002
13435,Romance,2002
17187,Drama,2002
17187,Romance,2002
319,Action,1993
319,Crime,1993
319,Thriller,1993
319,Romance,1993
59457,Science Fiction,2010
59457,Romance,2010
9504,Crime,1992
9504,Drama,1992
9504,Mystery,1992
37414,Crime,2010
37414,Drama,2010
37414,Thriller,2010
6217,Fantasy,1982
6217,Drama,1982
6217,Thriller,1982
6217,Horror,1982
26688,Thriller,2009
26688,Horror,2009
26688,Mystery,2009
43867,Adventure,1937
43867,Drama,1937
43867,Romance,1937
6615,Drama,2007
6615,Comedy,2007
6615,Romance,2007
14574,Drama,2008
14574,War,2008
16,Crime,2000
16,Drama,2000
16,Music,2000
39780,Drama,1997
39780,Romance,1997
21612,Crime,1996
21612,Drama,1996
36691,Drama,2009
36691,Comedy,2009
36691,Romance,2009
23631,Action,2010
23631,Thriller,2010
23631,Comedy,2010
45324,Crime,2010
45324,Drama,2010
45324,Comedy,2010
12144,Adventure,1988
12144,Family,1988
12144,Animation,1988
11658,Action,2004
11658,Adventure,2004
11658,Drama,2004
11658,History,2004
11658,War,2004
56601,Family,2010
56601,Drama,2010
9552,Drama,1973
9552,Thriller,1973
9552,Horror,1973
578,Adventure,1975
578,Thriller,1975
578,Horror,1975
2105,Comedy,1999
2105,Romance,1999
126319,Family,2012
126319,Drama,2012
126319,Comedy,2012
126319,Animation,2012
10136,Action,1986
10136,Adventure,1986
10136,Comedy,1986
67660,Comedy,2012
67660,Romance,2012
10611,Drama,2002
10611,Comedy,2002
154,Action,1982
154,Adventure,1982
154,Science Fiction,1982
154,Thriller,1982
3049,Comedy,1994
3049,Mystery,1994
860,Science Fiction,1983
860,Thriller,1983
9281,Crime,1985
9281,Drama,1985
9281,Thriller,1985
9281,Romance,1985
75674,Action,2012
75674,Thriller,2012
75674,War,2012
9762,Crime,2006
9762,Drama,2006
9762,Romance,2006
9762,Music,2006
3179,Comedy,1996
3179,Animation,1996
184,Crime,1997
184,Comedy,1997
184,Romance,1997
13335,Adventure,2008
13335,Comedy,2008
76726,Drama,2012
76726,Science Fiction,2012
76726,Thriller,2012
10269,Drama,1983
10269,Romance,1983
10269,Music,1983
36819,Fantasy,1981
36819,Adventure,1981
36819,Family,1981
