budget,genres,id,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,Country - Afghanistan,Country - Algeria,Country - Angola,Country - Argentina,Country - Aruba,Country - Australia,Country - Austria,Country - Belgium,Country - Bhutan,Country - Bolivia,Country - Bosnia and Herzegovina,Country - Brazil,Country - Bulgaria,Country - Cambodia,Country - Cameroon,Country - Canada,Country - Chile,Country - China,Country - Colombia,Country - Cyprus,Country - Czech Republic,Country - Denmark,Country - Dominica,Country - Dominican Republic,Country - Ecuador,Country - Egypt,Country - Fiji,Country - Finland,Country - France,Country - Germany,Country - Greece,Country - Guadaloupe,Country - Guyana,Country - Hong Kong,Country - Hungary,Country - Iceland,Country - India,Country - Indonesia,Country - Iran,Country - Ireland,Country - Israel,Country - Italy,Country - Jamaica,Country - Japan,Country - Jordan,Country - Kazakhstan,Country - Kenya,Country - Kyrgyz Republic,Country - Lebanon,Country - Libyan Arab Jamahiriya,Country - Lithuania,Country - Luxembourg,Country - Malaysia,Country - Malta,Country - Mexico,Country - Monaco,Country - Morocco,Country - Netherlands,Country - New Zealand,Country - Nigeria,Country - Norway,Country - Pakistan,Country - Panama,Country - Peru,Country - Philippines,Country - Poland,Country - Portugal,Country - Romania,Country - Russia,Country - Singapore,Country - Slovakia,Country - Slovenia,Country - South Africa,Country - South Korea,Country - Spain,Country - Sweden,Country - Switzerland,Country - Taiwan,Country - Thailand,Country - Tunisia,Country - Turkey,Country - Ukraine,Country - United Arab Emirates,Country - United Kingdom,Country - United States of America,Country - Serbia and Montenegro,Country - Serbia,Genre - Action,Genre - Crime,Genre - Fantasy,Genre - Adventure,Genre - Family,Genre - Drama,Genre - Science Fiction,Genre - Thriller,Genre - Comedy,Genre - Animation,Genre - Romance,Genre - Western,Genre - Horror,Genre - History,Genre - War,Genre - Mystery,Genre - Music,Genre - TV Movie,Genre - Foreign,Genre - Documentary
10500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",796,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36224,75902208,97,Cruel Intentions,6.6,827,,,,,,Australia,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,,drama,,thriller,,,romance,,,,,,,,,
11000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",22804,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40108,68233629,90,Saw VI,6,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,,,,,horror,,,mystery,,,,
11000000,"[{""id"": 35, ""name"": ""Comedy""}]",10156,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29749,31672907,92,History of the World: Part I,6.5,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,,,,,,,,,,
11000000,"[{""id"": 12, ""name"": ""Adventure""}]",12837,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39708,38105395,114,The Secret Life of Bees,7.4,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,,,,,,,,,,,,,,,,
11000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",17708,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37176,23978402,86,Corky Romano,4.1,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,,,,comedy,,,,,,,,,,,
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",13937,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",33823,37170057,91,Raising Cain,5.9,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,horror,,,,,,,
11,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",28932,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28606,11,145,F.I.S.T.,6.4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,,,drama,,,,,,,,,,,,,,
12000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",31909,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31413,4884663,100,Invaders from Mars,5.5,57,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,science,,,,,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",167073,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",42297,62076141,111,Brooklyn,7.2,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,,drama,,,,,romance,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",3175,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",27746,20000000,184,Barry Lyndon,7.7,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,romance,,,,war,,,,,
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",14369,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37216,14782676,89,Out Cold,5.8,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,,,,,,,,,,
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",16888,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36812,13700000,84,The Ladies Man,5.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,,,,,,,,,comedy,,,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",121826,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",41160,59520298,98,Quartet,6.3,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,comedy,,romance,,,,,,,,,
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10646,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36980,23430766,95,Tomcats,4.9,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,romance,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",12149,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37212,13110448,100,Frailty,7,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}]",304357,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42104,61619773,120,Woman in Gold,7.3,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,,,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}]",11184,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38234,0,118,Kinsey,6.6,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,,,,,,,
11000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",766,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",33886,0,81,Army of Darkness,7.3,838,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,,,,,,comedy,,,,horror,,,,,,,
14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20009,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37288,6413915,86,Slackers,5.4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,romance,,,,,,,,,
11000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1587,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34320,30000000,118,What's Eating Gilbert Grape,7.5,919,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,,,,,,drama,,,,,romance,,,,,,,,,
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",30973,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",37875,4069090,125,The Visual Bible: The Gospel of John,8.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,,,,,,drama,,,,,,,,history,,,,,,
11000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",11109,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",38282,0,125,Vera Drake,6.8,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,crime,,,,drama,,,,,,,,,,,,,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",9027,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37489,0,91,The Guru,5.1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,romance,,,,,,,,,
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",63020,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34831,2832826,113,The Perez Family,6.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,,drama,,,comedy,,romance,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",86829,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",41553,32935319,105,Inside Llewyn Davis,7.2,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,,,,music,,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",11065,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37134,16017403,95,O,5.8,75,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,thriller,,,romance,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}]",13888,"[{""iso_3166_1"": ""FJ"", ""name"": ""Fiji""}]",33452,2807854,98,Return to the Blue Lagoon,5.1,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,,drama,,,,,romance,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",42345,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25595,2200000,124,The Molly Maguires,5.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,history,,,,,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",13994,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38608,2945242,105,Romance & Cigarettes,6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,,,,comedy,,romance,,,,,,music,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}]",1590,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",38970,0,104,Copying Beethoven,6.2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,,,,,,drama,,,,,,,,,,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",62728,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",40434,0,111,Brighton Rock,5.6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,drama,,thriller,,,,,,,,,,,,
10800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",11917,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39744,113857533,92,Saw V,5.9,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crime,,,,,,thriller,,,,,horror,,,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",45138,"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",25294,0,116,Machine Gun McCain,7.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,crime,,,,drama,,thriller,,,,,,,,,,,foreign,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",80271,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",40949,0,97,LOL,5.9,881,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,,comedy,,romance,,,,,,,,,
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4657,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",38918,0,123,Jindabyne,5.7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crime,,,,drama,,thriller,,,,,,,,mystery,,,,
7400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14395,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",38940,17000000,193,Kabhi Alvida Naa Kehna,6.1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,,drama,,,,,romance,,,,,,,,,
14000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",24137,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",36265,18535191,97,An Ideal Husband,6.3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,,,,,,,,,drama,,,comedy,,romance,,,,,,,,,
0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",190847,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",41497,0,98,The Last Days on Mars,5.2,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,United States of America,,,,,,,,,science,thriller,,,,,horror,,,,,,,
0,"[{""id"": 27, ""name"": ""Horror""}]",11056,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",37531,0,102,Darkness,5.6,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,United States of America,,,,,,,,,,,,,,,horror,,,,,,,
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",62,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",24938,68700000,149,2001: A Space Odyssey,7.9,2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,,,science,,,,,,,,,mystery,,,,
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",601,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",30044,792910554,115,E.T. the Extra-Terrestrial,7.3,3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,fantasy,adventure,family,,science,,,,,,,,,,,,,
10000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",13067,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39188,17500000,97,In the Land of Women,5.8,160,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,,comedy,,romance,,,,,,,,,
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",25379,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",38037,0,97,The Blue Butterfly,6.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,adventure,family,drama,,,,,,,,,,,,,,
10500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",88641,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",34579,123509,99,There Goes My Baby,8.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,,comedy,,,,,,,,,,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]",58051,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",40298,0,135,Housefull,5.2,29,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,,comedy,,romance,,,,,,,,foreign,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}, {""id"": 10749, ""name"": ""Romance""}]",14877,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",39219,0,110,September Dawn,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,action,,,,,drama,,,,,romance,western,,history,,,,,,
12000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",96399,"[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",41061,9622846,145,For Greater Glory - The True Story of Cristiada,6.4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drama,,,,,,,,history,,,,,,
11000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",304410,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",41990,0,105,The B̩lier Family,7,766,,,,,,,,,,,,,,,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,comedy,,,,,,,,music,,,
10000000,"[{""id"": 18, ""name"": ""Drama""}]",489,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",35769,225933435,126,Good Will Hunting,7.9,2811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,,,,,,,,,,,,,
11000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",373314,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",42405,0,106,Misconduct,5.3,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,,,,,drama,,thriller,,,,,,,,,,,,
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",214,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",39017,163876815,108,Saw III,6.1,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,,crime,,,,,,thriller,,,,,horror,,,,,,,
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",10890,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29762,85300000,106,Stripes,6.5,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States of America,,,action,,,,,,,,comedy,,,,,,,,,,,
