budget,genres,id,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,main_genre
18000000,"[{""id"": 18, ""name"": ""Drama""}]",11457,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/25/01,0,125,Life as a House,7.2,120,Drama
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",321697,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/09/15,34441873,122,Steve Jobs,6.8,1573,Drama
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",19840,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/10/09,0,102,"I Love You, Beth Cooper",5.1,197,Comedy
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",22327,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/11/09,0,87,Youth in Revolt,5.9,319,Drama
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",38665,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/20/81,2945600,98,The Legend of the Lone Ranger,3.7,14,Action
21000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2575,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/11/01,28008462,109,The Tailor of Panama,6.2,92,Drama
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11644,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/24/81,12000000,108,Blow Out,7.3,236,Drama
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",146227,"[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/29/13,10501938,90,Getaway,4.9,246,Action
18000000,"[{""id"": 18, ""name"": ""Drama""}]",68924,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/27/97,8038061,112,The Ice Storm,6.9,176,Drama
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",253235,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/20/14,25312387,94,And So It Goes,5.7,164,Comedy
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22102,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/22/89,0,105,Troop Beverly Hills,5.6,56,Adventure
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",18701,[],9/03/04,0,104,Being Julia,6.4,23,Comedy
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10068,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/86,6735922,117,Nine 1/2 Weeks,5.8,177,Drama
18000000,"[{""id"": 14, ""name"": ""Fantasy""}]",848,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/26/81,14110013,108,Dragonslayer,6.5,67,Fantasy
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",36811,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",9/04/09,0,112,The Last Station,6.7,55,Drama
18000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",522,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/27/94,5887457,127,Ed Wood,7.3,630,Comedy
18000000,"[{""id"": 18, ""name"": ""Drama""}]",130150,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/27/13,20275812,111,Labor Day,6.7,299,Drama
18000000,"[{""id"": 36, ""name"": ""History""}]",12246,"[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""KZ"", ""name"": ""Kazakhstan""}]",9/20/07,26527510,120,Mongol: The Rise of Genghis Khan,6.5,158,History
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",13809,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/04/08,25739015,114,RockNRolla,6.9,836,Action
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",27380,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/25/82,0,99,Megaforce,3.5,15,Adventure
0,"[{""id"": 18, ""name"": ""Drama""}]",10549,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/96,0,242,Hamlet,7.3,117,Drama
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",33870,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",10/01/09,20719451,117,Mao's Last Dancer,6.8,28,Drama
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",245703,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/18/16,6212282,112,Midnight Special,6.2,694,Adventure
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10739,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",8/27/03,0,108,Anything Else,6.2,149,Comedy
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",127560,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/26/13,22309223,116,The Railway Man,6.7,273,Drama
15238800,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",37903,"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",5/21/09,0,144,The White Ribbon,7.2,255,Crime
0,"[{""id"": 27, ""name"": ""Horror""}]",396152,[],5/03/16,0,90,Restoration,5.3,11,Horror
2700000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",10017,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",11/21/86,3500000,93,The Wraith,5.9,108,Romance
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11468,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/01/02,676698,103,Salton Sea,7,104,Drama
18000000,"[{""id"": 10402, ""name"": ""Music""}]",193613,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/13,7972967,93,Metallica: Through the Never,6.7,83,Music
18000000,"[{""id"": 18, ""name"": ""Drama""}]",17436,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/05/08,382174,98,The Informers,4.4,60,Drama
18000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 36, ""name"": ""History""}]",43434,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",5/19/10,871279,338,Carlos,6.7,50,Crime
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",31166,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",5/14/09,0,114,I Come with the Rain,5.6,20,Thriller
0,"[{""id"": 37, ""name"": ""Western""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",69848,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",8/02/99,0,121,One Man's Hero,9.3,2,Western
3500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",8408,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/19/85,34000000,96,Day of the Dead,6.9,270,Horror
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",332411,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/14/16,0,92,I Am Wrath,4.5,179,Action
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",9389,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",3/16/06,1831348,105,Renaissance,6.7,77,Action
17900000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",9626,"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/09/85,6948633,89,Red Sonja,5,206,Adventure
14000000,"[{""id"": 53, ""name"": ""Thriller""}]",75638,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/02/12,13551174,119,Red Lights,6,376,Thriller
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",8363,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/17/07,121463226,113,Superbad,7,2100,Comedy
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",15670,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/16/09,90508336,103,Madea Goes to Jail,6.4,52,Comedy
18000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",290555,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",8/28/14,0,90,Wolves,5.7,82,Horror
23000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8328,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/14/08,150816700,98,Step Up 2: The Streets,6.5,640,Music
15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10982,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/16/05,51053787,80,Hoodwinked!,5.9,479,Animation
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",205,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",9/11/04,38000000,121,Hotel Rwanda,7.5,793,Drama
24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1620,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/21/07,99965753,89,Hitman,5.9,966,Action
17500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",175541,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/27/13,7018189,93,Black Nativity,5.8,16,Drama
18000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",241254,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/22/14,266586800,93,The Prince,4.6,218,Thriller
0,"[{""id"": 53, ""name"": ""Thriller""}]",31932,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/01/02,0,116,City of Ghosts,5.4,18,Thriller
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1933,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",8/02/01,0,101,The Others,7.4,1660,Horror
18500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",679,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/18/86,183316455,137,Aliens,7.7,3220,Horror
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",11113,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/64,72070731,170,My Fair Lady,7.4,352,Drama
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",3597,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/17/97,125586134,100,I Know What You Did Last Summer,5.6,687,Horror
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",193893,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/13/14,136621271,104,Let's Be Cops,6.4,1219,Comedy
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",9675,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/22/04,109502303,126,Sideways,6.9,478,Comedy
17500000,"[{""id"": 35, ""name"": ""Comedy""}]",9988,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/25/06,19179969,110,Beerfest,5.8,172,Comedy
300000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",948,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/25/78,70000000,91,Halloween,7.4,1035,Horror
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",21765,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/10/03,0,87,Good Boy!,4.7,30,Comedy
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",146304,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/15/13,71625195,123,The Best Man Holiday,6.7,110,Comedy
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",7516,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/09/06,57103895,109,Smokin' Aces,6.4,534,Action
20000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",41439,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/10,136150434,90,Saw: The Final Chapter,5.8,730,Horror
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2752,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",3/01/02,0,94,40 Days and 40 Nights,5.2,297,Comedy
17000000,"[{""id"": 35, ""name"": ""Comedy""}]",9429,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/01/98,30331165,81,A Night at the Roxbury,5.9,198,Comedy
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",38117,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/21/11,43165571,86,Beastly,6,849,Drama
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9792,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/10/06,69623713,107,The Hills Have Eyes,6.1,705,Horror
0,"[{""id"": 35, ""name"": ""Comedy""}]",13778,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/05/03,0,98,Dickie Roberts: Former Child Star,5.1,64,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}]",228203,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/20/15,45710059,128,"McFarland, USA",7.4,213,Drama
0,"[{""id"": 35, ""name"": ""Comedy""}]",41382,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/20/10,0,99,Lottery Ticket,5.6,54,Comedy
20000000,"[{""id"": 18, ""name"": ""Drama""}]",13960,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/31/06,21170563,105,ATL,6,32,Drama
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",114150,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/28/12,115350426,112,Pitch Perfect,7.3,2247,Comedy
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26602,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/22/01,19693891,108,Summer Catch,4.8,63,Drama
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10223,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/11/98,0,121,A Simple Plan,6.9,187,Drama
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",16028,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/01/02,0,89,They,4.6,74,Horror
0,"[{""id"": 35, ""name"": ""Comedy""}]",15639,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/24/06,0,89,Larry the Cable Guy: Health Inspector,3.3,17,Comedy
0,"[{""id"": 10751, ""name"": ""Family""}]",16112,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/01/99,0,73,The Adventures of Elmo in Grouchland,6.3,14,Family
17000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26390,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/16/09,29536299,133,Brooklyn's Finest,6.2,293,Crime
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",27759,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/06/63,10000000,154,55 Days at Peking,6.3,36,Action
17000000,"[{""id"": 27, ""name"": ""Horror""}]",109428,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/05/13,97542952,91,Evil Dead,6.4,1723,Horror
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",23049,"[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/06/09,20455276,95,My Life in Ruins,5.6,101,Comedy
17000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",9310,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/04/06,7314027,107,American Dreamz,4.9,95,Comedy
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",11411,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/23/87,19300000,90,Superman IV: The Quest for Peace,4.1,318,Action
0,"[{""id"": 18, ""name"": ""Drama""}]",16988,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/25/08,0,94,How She Move,3,6,Drama
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7304,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/06/06,9500000,122,Running Scared,7,331,Action
0,"[{""id"": 18, ""name"": ""Drama""}]",24747,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/30/04,0,120,Bobby Jones: Stroke of Genius,5.5,19,Drama
17000000,"[{""id"": 12, ""name"": ""Adventure""}]",58048,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",8/29/86,0,97,Shanghai Surprise,2.9,15,Adventure
40000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",1491,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/18/06,86915017,110,The Illusionist,7.1,1615,Fantasy
17000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2989,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/12/81,2000000,102,Roar,5.6,19,Adventure
17000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",10629,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/11/03,1569918,98,Veronica Guerin,6.8,59,Drama
17000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",255343,"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",10/11/14,3758328,120,Escobar: Paradise Lost,6.1,271,Thriller
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4723,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/15/06,374743,144,Southland Tales,5.2,153,Action
15000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",10800,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",3/19/08,0,80,Dragon Hunters,6.5,129,Animation
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",25763,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/10/77,8720000,91,Damnation Alley,5,27,Action
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",79694,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/23/12,9627492,82,The Apparition,4.5,140,Horror
16500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4032,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/27/91,0,102,My Girl,7,428,Comedy
16800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",18615,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/30/06,2281089,122,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,Drama
15000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10673,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/10/87,43848069,126,Wall Street,7,546,Crime
16500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4584,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/95,135000000,136,Sense and Sensibility,7.2,352,Drama
16500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2977,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/02/07,37311672,120,Becoming Jane,6.9,317,Drama
16500000,"[{""id"": 35, ""name"": ""Comedy""}]",10760,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/21/07,13620075,108,Sydney White,6,236,Comedy
