title,id,genre,release_date,budget,revenue,vote_average
The Judge,205587,Drama,2014,50000000,83719388,7.2
Resident Evil: Apocalypse,1577,Horror,2004,45000000,129394835,6.1
Bridget Jones: The Edge of Reason,9801,Comedy,2004,50000000,40203020,6.1
Out of Time,2116,Thriller,2003,50000000,55495563,6.1
On Deadly Ground,9624,Action,1994,50000000,49000000,4.5
The Adventures of Sharkboy and Lavagirl,14199,Adventure,2005,50000000,69425966,4.4
The Beach,1907,Drama,2000,40000000,144056873,6.3
Raising Helen,4599,Drama,2004,50000000,49718611,5.9
Ninja Assassin,22832,Action,2009,40000000,60462347,6.2
Striptease,9879,Drama,1996,50000000,113309743,4.4
Marmaduke,38579,Family,2010,50000000,83761844,5.0
Hereafter,44603,Drama,2010,50000000,105197635,5.8
Murder by Numbers,11892,Crime,2002,50000000,56714147,6.0
Assassins,9691,Action,1995,50000000,30303072,6.0
Hannibal Rising,1248,Crime,2007,50000000,82169884,6.0
The Story of Us,12220,Comedy,1999,50000000,58900031,5.9
The Host,72710,Action,2013,44000000,63327201,6.0
Basic,10782,Action,2003,50000000,42792561,6.2
Blood Work,9573,Crime,2002,50000000,26199517,6.1
The International,4959,Drama,2009,50000000,60161391,6.0
Escape from L.A.,10061,Action,1996,50000000,42277365,5.6
The Iron Giant,10386,Adventure,1999,70000000,23159305,7.6
The Life Aquatic with Steve Zissou,421,Adventure,2004,50000000,34808403,7.1
Free State of Jones,316152,War,2016,50000000,25035950,6.6
The Life of David Gale,11615,Drama,2003,50000000,38955598,7.3
Run All Night,241554,Action,2015,50000000,71561644,6.3
Eastern Promises,2252,Thriller,2007,51500000,55112356,7.2
Into the Blue,11968,Action,2005,50000000,44434439,5.8
The Messenger: The Story of Joan of Arc,10047,Adventure,1999,60000000,66976317,6.2
Your Highness,38319,Comedy,2011,49900000,26121638,5.2
Dream House,69668,Drama,2011,50000000,38502340,5.8
Mad City,9770,Action,1997,50000000,10541523,5.9
Baby's Day Out,11212,Action,1994,50000000,16671505,5.8
The Scarlet Letter,10533,Drama,1995,50000000,10382407,5.5
Fair Game,38363,Drama,2010,22000000,24188922,6.5
Domino,9923,Action,2005,50000000,22944502,6.0
Jade,11863,Action,1995,50000000,9851610,5.2
Gamer,18501,Action,2009,50000000,40828540,5.6
Beautiful Creatures,109491,Fantasy,2013,60000000,60052138,5.6
Zoolander 2,329833,Comedy,2016,50000000,55969000,4.7
The Big Bounce,12634,Comedy,2004,50000000,6808550,5.0
Drive Angry,47327,Fantasy,2011,50000000,28931401,5.3
Street Fighter: The Legend of Chun-Li,15268,Action,2009,50000000,12764201,3.9
The One,10796,Action,2001,49000000,72700000,5.7
The Adventures of Ford Fairlane,9548,Action,1990,49000000,20423389,6.2
The Boat That Rocked,18947,Drama,2009,50000000,36348784,7.2
Traffic,1900,Thriller,2000,48000000,207515725,6.9
Indiana Jones and the Last Crusade,89,Adventure,1989,48000000,474171806,7.6
Chappie,198184,Crime,2015,49000000,104399548,6.6
The Bone Collector,9481,Drama,1999,73000000,151493655,6.5
Panic Room,4547,Crime,2002,48000000,196397415,6.5
Three Kings,6415,Action,1999,75000000,108000000,6.6
Child 44,181283,Crime,2015,50000000,3324330,6.1
Rat Race,9896,Adventure,2001,48000000,85498534,6.0
K-PAX,167,Drama,2001,48000000,50315140,7.1
Bedazzled,1636,Fantasy,2000,48000000,90383208,5.6
The Cotton Club,2148,Music,1984,58000000,25928721,6.6
3:10 to Yuma,5176,Western,2007,55000000,70016220,6.9
Taken 3,260346,Thriller,2014,48000000,325771424,6.1
Out of Sight,1389,Romance,1998,48000000,77745568,6.5
The Cable Guy,9894,Comedy,1996,47000000,102825796,5.7
Dick Tracy,8592,Adventure,1990,47000000,103738726,5.9
The Thomas Crown Affair,913,Drama,1999,48000000,124305181,6.6
Riding in Cars with Boys,11091,Comedy,2001,48000000,35743308,6.5
First Blood,1368,Action,1982,15000000,125212904,7.2
Happily N'Ever After,5393,Animation,2006,47000000,38085778,4.6
Mary Reilly,9095,Drama,1996,47000000,12379402,5.7
My Best Friend's Wedding,8874,Comedy,1997,38000000,299288605,6.3
Insomnia,320,Crime,2002,46000000,113714830,6.8
Star Trek: First Contact,199,Science Fiction,1996,46000000,150000000,7.0
Jonah Hex,20533,Action,2010,47000000,10539000,4.4
Courage Under Fire,10684,Drama,1996,46000000,100860818,6.2
Liar Liar,1624,Comedy,1997,45000000,181000000,6.4
The Infiltrator,325789,Crime,2016,25000000,15436808,6.6
Inchon,113464,Drama,1981,46000000,5200000,6.5
The Flintstones,888,Fantasy,1994,46000000,341631208,5.0
Taken 2,82675,Action,2012,45000000,376141306,6.1
Scary Movie 3,4256,Comedy,2003,48000000,220673217,5.8
Miss Congeniality,1493,Comedy,2000,45000000,212000000,6.1
Journey to the Center of the Earth,88751,Action,2008,45000000,101702060,5.8
The Princess Diaries 2: Royal Engagement,11130,Comedy,2004,40000000,95149435,6.0
The Pelican Brief,9944,Drama,1993,45000000,195268056,6.3
The Client,10731,Drama,1994,45000000,117615211,6.4
The Bucket List,7350,Drama,2007,45000000,175372502,7.0
Patriot Games,9869,Drama,1992,45000000,178051587,6.3
Monster-in-Law,4379,Romance,2005,43000000,154749918,5.6
Prisoners,146233,Drama,2013,46000000,122126687,7.9
Training Day,2034,Action,2001,45000000,104876233,7.3
Galaxy Quest,926,Comedy,1999,45000000,90683916,6.9
Scary Movie 2,4248,Comedy,2001,45000000,141220678,5.4
The Muppets,64328,Comedy,2011,45000000,165184237,6.5
Blade,36647,Horror,1998,45000000,131183530,6.5
Coach Carter,7214,Drama,2005,30000000,76669806,7.3
Changing Lanes,1537,Action,2002,45000000,94935764,5.9
Anaconda,9360,Adventure,1997,45000000,136885767,4.7
Coyote Ugly,6282,Comedy,2000,45000000,113916474,5.8
Love Actually,508,Comedy,2003,40000000,244931766,7.0
A Bug's Life,9487,Adventure,1998,120000000,363258859,6.8
From Hell,768,Horror,2001,35000000,74558115,6.6
The Specialist,2636,Action,1994,45000000,170362582,5.5
Tin Cup,10478,Comedy,1996,45000000,53854588,5.9
Kicking & Screaming,9981,Romance,2005,45000000,56070433,5.6
The Hitchhiker's Guide to the Galaxy,7453,Adventure,2005,50000000,104478416,6.6
Resident Evil: Extinction,7737,Horror,2007,45000000,148412065,6.1
Blended,232672,Comedy,2014,40000000,123494610,6.6
Last Holiday,17379,Adventure,2006,45000000,38399961,6.4
Savages,82525,Crime,2012,45000000,82966152,6.2
Cellular,9759,Action,2004,25000000,56422687,6.1
Johnny English,9486,Adventure,2003,40000000,160583018,6.0
The Ant Bully,9906,Fantasy,2006,50000000,55181129,5.5
Dune,841,Action,1984,40000000,30925690,6.5
Revolutionary Road,4148,Drama,2008,35000000,75225693,6.7
16 Blocks,2207,Action,2006,55000000,65664721,6.2
Babylon A.D.,9381,Action,2008,70000000,72108608,5.4
Aliens in the Attic,20856,Adventure,2009,45000000,57881056,5.3
The Pledge,5955,Crime,2001,35000000,29400000,6.5
The Producers,9899,Comedy,2005,45000000,38058335,6.1
The Phantom,9826,Adventure,1996,45000000,17300889,4.7
Nixon,10858,History,1995,44000000,13681765,7.1
The Ghost Writer,11439,Thriller,2010,45000000,60222298,6.7
Deep Rising,9457,Adventure,1998,45000000,11203026,6.0
Miracle at St. Anna,12412,Drama,2008,45000000,9323833,6.3
Bangkok Dangerous,13184,Action,2008,45000000,42487390,5.0
Big Trouble,2185,Action,2002,40000000,8493890,6.3
Love in the Time of Cholera,6639,Drama,2007,45000000,4607608,6.4
Shadow Conspiracy,38153,Action,1997,45000000,2154540,4.0
Johnny English Reborn,58233,Crime,2011,45000000,160078586,6.0
Foodfight!,116977,Animation,2012,65000000,73706,2.3
Argo,68734,Drama,2012,44500000,232324128,7.1
The Fugitive,5503,Adventure,1993,44000000,368875760,7.2
The Bounty Hunter,27573,Action,2010,40000000,136000000,5.5
Sleepers,819,Crime,1996,44000000,165615285,7.3
Rambo: First Blood Part II,1369,Action,1985,44000000,300400432,6.3
Pinocchio,10895,Animation,1940,2600000,84300000,6.9
Heaven's Gate,10935,Action,1980,44000000,3484331,6.4
Underworld: Evolution,834,Fantasy,2006,50000000,111340801,6.4
Victor Frankenstein,228066,Drama,2015,40000000,34227298,5.6
Finding Forrester,711,Drama,2000,43000000,80049764,7.0
Unleashed,10027,Action,2005,45000000,50871113,6.6
The Sweetest Thing,11812,Romance,2002,43000000,68696770,5.3
The Firm,37233,Drama,1993,42000000,270248367,6.6
Charlie St. Cloud,37950,Drama,2010,44000000,48190704,6.8
The Mechanic,27582,Action,2011,40000000,51070807,6.3
21 Jump Street,64688,Action,2012,42000000,201585328,6.7
Notting Hill,509,Romance,1999,42000000,363889678,7.0
Chicken Run,7443,Animation,2000,45000000,224834564,6.5
Along Came Polly,5966,Comedy,2004,42000000,171963386,5.8
Boomerang,11066,Comedy,1992,40000000,70100000,5.4
The Heat,136795,Action,2013,43000000,158674180,6.5
Cleopatra,8095,Drama,1963,31115000,71000000,6.7
High Crimes,11560,Drama,2002,42000000,63781810,6.1
The Mothman Prophecies,2637,Drama,2002,32000000,55157539,6.1
Licence to Kill,709,Adventure,1989,32000000,156167015,5.9
Red Riding Hood,49730,Fantasy,2011,42000000,89162162,5.6
15 Minutes,2749,Action,2001,60000000,56359980,5.7
Super Mario Bros.,9607,Adventure,1993,48000000,20915465,4.0
Lord of War,1830,Crime,2005,42000000,24127895,7.0
Hero,79,Drama,2002,31000000,177394432,7.2
One for the Money,54054,Action,2012,40000000,36893721,5.3
The Interview,228967,Action,2014,44000000,12342632,6.1
The Warrior's Way,46528,Adventure,2010,42000000,11087569,6.3
Micmacs,27936,Action,2009,33000000,14000000,6.8
8 Mile,65,Drama,2002,41000000,215000000,6.8
A Knight's Tale,9476,Adventure,2001,65000000,117487473,6.6
The Sixth Sense,745,Mystery,1999,40000000,672806292,7.7
Man on a Ledge,49527,Action,2012,42000000,46221189,6.2
The Big Year,73937,Comedy,2011,41000000,7448385,5.6
The Karate Kid,1885,Drama,1984,8000000,90815558,6.9
American Hustle,168672,Drama,2013,40000000,251171807,6.8
The Proposal,18240,Comedy,2009,40000000,317375031,6.7
Double Jeopardy,10398,Crime,1999,70000000,177841558,6.2
Back to the Future Part II,165,Adventure,1989,40000000,332000000,7.4
Lucy,240832,Action,2014,40000000,126546825,6.3
Fifty Shades of Grey,216015,Drama,2015,40000000,571006128,5.2
Spy Kids 3-D: Game Over,12279,Action,2003,38000000,197011982,4.7
A Time to Kill,1645,Crime,1996,40000000,152266007,7.0
Cheaper by the Dozen,11007,Comedy,2003,40000000,190212113,6.0
Lone Survivor,193756,Action,2013,40000000,149295601,7.4
A League of Their Own,11287,Comedy,1992,40000000,107458785,6.7
The Conjuring 2,259693,Horror,2016,40000000,320170008,7.0
The Social Network,37799,Drama,2010,40000000,224920315,7.1
He's Just Not That Into You,10184,Comedy,2009,40000000,177259441,6.2
Scary Movie 4,4257,Comedy,2006,45000000,178262620,5.3
Scream 3,4234,Horror,2000,40000000,161834276,5.7
Back to the Future Part III,196,Adventure,1990,40000000,244527583,7.1
Get Hard,257091,Comedy,2015,40000000,111811453,5.9
Dracula,6114,Romance,1992,40000000,215862692,7.1
Julie & Julia,24803,Romance,2009,40000000,129540499,6.6
42,109410,Drama,2013,40000000,95020213,6.8
The Talented Mr. Ripley,1213,Thriller,1999,40000000,128798265,7.0
Dumb and Dumber To,100042,Comedy,2014,40000000,169837010,5.4
Eight Below,9036,Adventure,2006,40000000,120455994,6.7
The Intern,257211,Comedy,2015,35000000,194564672,7.1
Ride Along 2,323675,Action,2016,40000000,124827316,6.1
The Last of the Mohicans,9361,Action,1992,40000000,75505856,7.1
Ray,1677,Drama,2004,40000000,124731534,7.2
Sin City,187,Action,2005,40000000,158733820,7.2
Vantage Point,7461,Drama,2008,40000000,151161491,6.2
"I Love You, Man",16538,Comedy,2009,41000000,91636986,6.5
Shallow Hal,9889,Comedy,2001,40000000,141069860,5.7
JFK,820,Drama,1991,40000000,205405498,7.5
Big Momma's House 2,11565,Comedy,2006,40000000,138259062,5.4
The Mexican,6073,Action,2001,57000000,147845033,5.8
17 Again,16996,Comedy,2009,20000000,136267476,6.1
The Other Woman,193610,Comedy,2014,40000000,196781193,6.2
The Final Destination,19912,Horror,2009,40000000,186167139,5.4
Bridge of Spies,296098,Thriller,2015,40000000,165478348,7.2
Behind Enemy Lines,8007,Action,2001,40000000,91753202,6.0
Get Him to the Greek,32823,Comedy,2010,40000000,90029656,5.9
Shall We Dance?,4380,Drama,2004,50000000,170128460,5.9
Small Soldiers,11551,Comedy,1998,40000000,54682547,6.2
Spawn,10336,Action,1997,40000000,87840042,5.0
The Count of Monte Cristo,11362,Action,2002,35000000,75395048,7.3
The Lincoln Lawyer,50348,Crime,2011,40000000,85412898,7.0
Unknown,48138,Action,2011,30000000,130786397,6.5
The Prestige,1124,Drama,2006,40000000,109676311,8.0
Horrible Bosses 2,227159,Comedy,2014,42000000,107670357,6.1
Escape from Planet Earth,68179,Animation,2013,40000000,74597643,5.7
Apocalypto,1579,Action,2006,40000000,120175290,7.3
The Living Daylights,708,Action,1987,40000000,191185897,6.2
Predators,34851,Action,2010,40000000,126248813,6.0
Secret Window,1586,Thriller,2004,40000000,92913171,6.4
The Lake House,2044,Romance,2006,40000000,114830111,6.5
The Skeleton Key,9913,Drama,2005,43000000,91974818,6.4
Made of Honor,10761,Comedy,2008,40000000,84601681,6.0
Jersey Boys,209451,Music,2014,40000000,67347013,6.8
The Rainmaker,11975,Drama,1997,40000000,45916769,6.7
Gothika,4970,Horror,2003,40000000,141591324,5.8
Amistad,11831,Drama,1997,36000000,74000000,6.8
Aliens vs Predator: Requiem,440,Fantasy,2007,40000000,41797066,4.9
Music and Lyrics,11172,Comedy,2007,40000000,145896422,6.2
Paul,39513,Adventure,2011,40000000,97552050,6.5
The Guilt Trip,82687,Comedy,2012,40000000,41863726,5.4
Scream 4,41446,Horror,2011,40000000,97138686,6.1
8MM,8224,Thriller,1999,40000000,96618699,6.1
The Doors,10537,Drama,1991,38000000,34416893,6.7
Sex Tape,225886,Comedy,2014,40000000,126069509,5.3
Hanging Up,10385,Comedy,2000,40000000,36037909,5.0
Final Destination 5,55779,Horror,2011,47000000,157887643,5.9
Pay It Forward,10647,Drama,2000,40000000,55707411,7.0
Fever Pitch,11431,Comedy,2005,30000000,50451307,5.9
The Shadow,8850,Adventure,1994,25000000,48063435,5.4
Extremely Loud & Incredibly Close,64685,Drama,2011,40000000,55247881,6.9
Morning Glory,38357,Comedy,2010,40000000,58785180,6.1
Get Rich or Die Tryin',10060,Drama,2005,40000000,46442528,6.3
The Art of War,11398,Crime,2000,40000000,30199105,5.6
Rent,1833,Drama,2005,40000000,31670620,6.7
The Out-of-Towners,8970,Comedy,1999,75000000,29000000,5.0
The Island of Dr. Moreau,9306,Fantasy,1996,40000000,49627779,4.6
The Musketeer,11370,Action,2001,40000000,27053815,5.2
Sweet November,1921,Drama,2001,40000000,65754228,6.4
The Reaping,1683,Horror,2007,40000000,62771059,5.4
Mean Streets,203,Drama,1973,500000,3000000,7.2
Renaissance Man,11858,Comedy,1994,40000000,24332324,5.9
Colombiana,62835,Action,2011,40000000,60965854,6.5
Quest for Camelot,18937,Fantasy,1998,40000000,38172500,6.9
City By The Sea,13536,Crime,2002,40000000,22433915,5.7
Torque,10718,Action,2004,40000000,46546197,4.7
Showgirls,10802,Drama,1995,45000000,20350754,4.9
Marie Antoinette,1887,Drama,2006,40000000,60474340,6.5
Get Carter,10461,Action,2000,63600000,19412993,4.8
The Impossible,80278,Thriller,2012,42000000,180274123,7.0
Ishtar,12704,Action,1987,55000000,14375181,4.2
Fantastic Mr. Fox,10315,Adventure,2009,40000000,46471023,7.5
Life or Something Like It,16643,Comedy,2002,40000000,16872671,5.7
Memoirs of an Invisible Man,2687,Comedy,1992,40000000,14358033,5.7
Amélie,194,Comedy,2001,10000000,173921954,7.8
Alfie,8849,Comedy,2004,60000000,13395939,5.6
Big Miracle,78698,Adventure,2012,40000000,24719215,6.6
The Deep End of the Ocean,30943,Drama,1999,38000000,28121100,5.9
FearDotCom,9544,Horror,2002,40000000,18902015,3.2
Cirque du Freak: The Vampire's Assistant,24418,Adventure,2009,40000000,28169671,5.5
Duplex,7288,Action,2003,40000000,19322135,5.9
Universal Soldier: The Return,10366,Action,1999,45000000,10667893,4.2
Pandorum,19898,Action,2009,33000000,20645327,6.5
Extreme Ops,15074,Action,2002,40000000,10959475,5.0
Sunshine,1272,Science Fiction,2007,50000000,32017803,7.0
A Thousand Words,72358,Drama,2012,40000000,22044277,6.0
The Gunman,266396,Action,2015,40000000,13644292,5.5
Stormbreaker,9978,Adventure,2006,40000000,23937870,5.1
Disturbia,8271,Thriller,2007,20000000,117760134,6.6
Hackers,10428,Action,1995,20000000,7563728,6.2
Snowpiercer,110415,Action,2013,39200000,86758912,6.7
The Crow,9495,Fantasy,1994,15000000,94000000,7.3
Baahubali: The Beginning,256040,Action,2015,40000000,100000000,7.5
The Time Traveler's Wife,24420,Drama,2009,39000000,101229792,6.7
Frankenweenie,62214,Animation,2012,39000000,35287788,6.6
Serenity,16320,Science Fiction,2005,39000000,38869464,7.4
Against the Ropes,8842,Romance,2004,39000000,6614280,4.5
Superman III,9531,Comedy,1983,39000000,75850624,5.3
Grudge Match,64807,Comedy,2013,40000000,44907260,6.0
Red Cliff,12289,Adventure,2008,80341000,127814609,7.1
Sweet Home Alabama,11529,Comedy,2002,30000000,180622424,6.0
The Ugly Truth,20943,Comedy,2009,38000000,205298907,6.4
Spy Kids 2: The Island of Lost Dreams,9488,Action,2002,38000000,119723358,5.3
Star Trek: Generations,193,Science Fiction,1994,38000000,120000000,6.4
The Grandmaster,44865,Action,2013,3860000,64076736,6.3
Water for Elephants,55787,Drama,2011,38000000,114156230,6.7
The Hurricane,10400,Drama,1999,50000000,73956241,7.2
Enough,1957,Drama,2002,38000000,51801187,6.2
Paul Blart: Mall Cop 2,256961,Action,2015,38000000,107597242,5.0
Angel Eyes,5852,Drama,2001,53000000,29700000,5.6
The Ninth Gate,622,Horror,1999,38000000,58401898,6.3
Extreme Measures,11306,Drama,1996,38000000,17380126,5.7
Rock Star,12508,Music,2001,57000000,16991902,6.0
Precious,25793,Drama,2009,10000000,47536959,6.9
White Squall,10534,Action,1996,38000000,10300000,6.3
The Thing,1091,Horror,1982,15000000,19629760,7.8
Riddick,87421,Science Fiction,2013,38000000,98337295,6.2
Switchback,10871,Action,1997,37000000,6482195,5.8
City of Ember,13600,Adventure,2008,55000000,17869048,6.2
The Master,68722,Drama,2012,32000000,28258060,7.0
Virgin Territory,14324,Adventure,2007,38000000,5410749,4.3
The Express,14325,Drama,2008,40000000,9793496,7.1
The 5th Wave,299687,Adventure,2016,38000000,109906372,5.6
Creed,312221,Drama,2015,37000000,173567581,7.3
The Town,23168,Crime,2010,37000000,154026136,7.0
What to Expect When You're Expecting,76494,Romance,2012,40000000,79700000,5.8
Burn After Reading,4944,Comedy,2008,37000000,163720069,6.5
Nim's Island,10488,Adventure,2008,37000000,100076342,5.6
Rush,96721,Drama,2013,38000000,90247624,7.7
Magnolia,334,Drama,1999,37000000,48451803,7.5
Cop Out,23742,Action,2010,30000000,55583804,5.3
How to Be Single,259694,Comedy,2016,38000000,112343513,5.9
Dolphin Tale,62837,Drama,2011,37000000,95404397,6.7
Twilight,8966,Adventure,2008,37000000,392616625,5.8
John Q,8470,Drama,2002,36000000,102244770,7.0
Blue Streak,11001,Action,1999,65000000,117758500,6.1
We're the Millers,138832,Comedy,2013,37000000,269994119,6.8
The Inhabited Island,16911,Action,2008,36500000,21834845,5.3
Breakdown,2163,Drama,1997,36000000,50159144,6.6
Never Say Never Again,36670,Adventure,1983,36000000,160000000,5.8
Hot Tub Time Machine,23048,Science Fiction,2010,36000000,64572262,6.0
Dolphin Tale 2,227735,Family,2014,36000000,52424533,6.7
Reindeer Games,2155,Thriller,2000,42000000,32168970,5.4
A Man Apart,8409,Action,2003,36000000,44350926,5.8
Aloha,222936,Drama,2015,37000000,26250020,5.2
The Rite,48171,Drama,2011,37000000,96047633,5.8
Gattaca,782,Thriller,1997,36000000,12532777,7.5
Isn't She Great,75531,Drama,2000,36000000,3003296,4.6
Space Chimps,11802,Animation,2008,37000000,63800345,5.2
The Hangover,18785,Comedy,2009,35000000,459270619,7.2
Ip Man 3,365222,Action,2015,36000000,156844753,6.5
Austin Powers: The Spy Who Shagged Me,817,Adventure,1999,33000000,310940086,6.2
Batman,268,Fantasy,1989,35000000,411348924,7.0
Lethal Weapon 3,943,Adventure,1992,35000000,321731527,6.4
The Blind Side,22881,Drama,2009,29000000,309208309,7.2
Spy Kids,10054,Action,2001,35000000,147934180,5.5
Horrible Bosses,51540,Comedy,2011,35000000,117000000,6.5
True Grit,44264,Drama,2010,38000000,252276927,7.2
The Devil Wears Prada,350,Comedy,2006,35000000,326551094,7.0
Star Trek: The Motion Picture,152,Science Fiction,1979,35000000,139000000,6.2
Identity Thief,109431,Comedy,2013,35000000,173965010,5.6
Cape Fear,1598,Crime,1991,35000000,182300000,7.0
21,8065,Drama,2008,35000000,69823199,6.5
Trainwreck,271718,Comedy,2015,35000000,140795793,5.9
Guess Who,11638,Comedy,2005,35000000,68915888,5.5
The English Patient,409,Drama,1996,27000000,231976425,7.0
L.A. Confidential,2118,Crime,1997,35000000,126216940,7.7
Sky High,11459,Adventure,2005,35000000,86369815,5.8
Species,9348,Science Fiction,1995,35000000,113374103,5.5
A Nightmare on Elm Street,377,Horror,1984,1800000,25504513,7.2
The Cell,8843,Horror,2000,33000000,104155843,6.0
Secretariat,39486,Drama,2010,35000000,60251371,6.8
TMNT,1273,Adventure,2007,34000000,95608995,6.0
Radio,13920,Drama,2003,32000000,52277485,6.8
Friends with Benefits,50544,Romance,2011,35000000,150483765,6.5
Neighbors 2: Sorority Rising,325133,Comedy,2016,35000000,108758521,5.6
Saving Mr. Banks,140823,Comedy,2013,35000000,112544580,7.3
Malcolm X,1883,Drama,1992,34000000,48169908,7.2
This Is 40,89492,Comedy,2012,35000000,88058786,5.6
Old Dogs,22949,Comedy,2009,35000000,92219310,5.2
Underworld: Rise of the Lycans,12437,Fantasy,2009,35000000,91353501,6.2
License to Wed,2959,Comedy,2007,35000000,69307224,5.2
Must Love Dogs,11648,Comedy,2005,30000000,58405313,5.8
Donnie Brasco,9366,Crime,1997,35000000,41954997,7.4
Resident Evil,1576,Horror,2002,33000000,102984862,6.4
Poltergeist,609,Horror,1982,10700000,122200000,7.0
Max Payne,13051,Action,2008,35000000,85416905,5.2
In Time,49530,Action,2011,40000000,173930596,6.7
The Back-Up Plan,34806,Comedy,2010,35000000,77477008,5.7
Something Borrowed,49022,Comedy,2011,35000000,59901913,5.9
The Bad News Bears,23479,Comedy,1976,35000000,35323292,6.9
Street Fighter,11667,Action,1994,35000000,99423521,4.1
The Pianist,423,Drama,2002,35000000,120072577,8.0
House of Wax,10066,Horror,2005,40000000,68766121,5.5
Closer,2288,Drama,2004,27000000,115505027,6.7
J. Edgar,88794,Drama,2011,35000000,84606030,6.0
Mirrors,13515,Horror,2008,35000000,72436439,6.0
Queen of the Damned,11979,Drama,2002,35000000,45479110,5.4
Predator 2,169,Science Fiction,1990,35000000,57120318,5.9
Untraceable,8090,Drama,2008,35000000,32483410,5.9
Blast from the Past,11622,Comedy,1999,35000000,40263020,6.3
Flash Gordon,3604,Science Fiction,1980,35000000,27107960,6.1
Jersey Girl,9541,Comedy,2004,35000000,36098382,5.8
Alex Cross,94348,Action,2012,45000000,30353232,5.1
Midnight in the Garden of Good and Evil,8197,Crime,1997,35000000,25105255,6.3
Heist,336004,Crime,2015,8900000,4100000,5.6
Nanny McPhee and the Big Bang,35019,Comedy,2010,35000000,93246388,6.0
The X Files: I Want to Believe,8836,Drama,2008,30000000,68369434,5.5
Ella Enchanted,14442,Family,2004,31000000,27388767,5.9
Concussion,321741,Drama,2015,35000000,50363790,7.0
Abduction,59965,Thriller,2011,35000000,82087155,5.6
Valiant,14175,Animation,2005,35000000,19478106,5.2
Superhero Movie,11918,Action,2008,35000000,25871834,4.9
Broken City,98357,Thriller,2013,56000000,19701164,5.7
Cursed,10012,Horror,2005,35000000,19294901,5.1
Premium Rush,49526,Crime,2012,35000000,31083599,6.2
Hot Pursuit,268920,Action,2015,35000000,51680201,5.4
The Four Feathers,9093,War,2002,35000000,29882645,6.5
Parker,119283,Action,2013,35000000,46216641,5.7
Wimbledon,11823,Comedy,2004,31000000,41512007,6.0
Furry Vengeance,35169,Comedy,2010,35000000,39340177,4.6
Krull,849,Fantasy,1983,27000000,16519460,5.8
Lions for Lambs,4515,Action,2007,35000000,63215872,6.0
Walk Hard: The Dewey Cox Story,6575,Comedy,2007,35000000,18317151,6.6
American Outlaws,13496,Action,2001,35000000,13678913,5.7
The Young Victoria,18320,Drama,2009,35000000,27409889,7.0
Whiteout,22787,Action,2009,40000000,12206028,5.3
The Tree of Life,8967,Drama,2011,32000000,54674226,6.5
Sabotage,144336,Action,2014,35000000,17508518,5.5
The Order,9616,Drama,2003,35000000,11560806,4.8
Punisher: War Zone,13056,Action,2008,20500000,10089373,5.6
Zoom,14113,Family,2006,35000000,12506188,4.9
The Walk,285783,Adventure,2015,35000000,61181942,6.9
A Good Year,9726,Comedy,2006,35000000,42064105,6.5
Radio Flyer,20763,Drama,1992,35000000,4651977,6.6
Femme Fatale,9280,Thriller,2002,35000000,16838910,6.2
The Horseman on the Roof,11876,War,1995,35000000,15000000,6.7
Ride with the Devil,22267,Drama,1999,38000000,635096,6.6
Bandidas,1969,Action,2006,35000000,10496317,5.8
The Maze Runner,198663,Action,2014,34000000,348319861,7.0
Unfinished Business,239573,Comedy,2015,35000000,14431253,5.0
The Age of Innocence,10436,Drama,1993,34000000,32255440,7.0
The Fountain,1381,Drama,2006,35000000,15304890,6.8
Chill Factor,2162,Action,1999,70000000,11263966,5.3
Stolen,127493,Action,2012,35000000,2106557,5.1
Ponyo,12429,Animation,2008,41677699,187479518,7.5
The Longest Ride,228205,Drama,2015,34000000,63013281,7.3
The Astronaut's Wife,2900,Drama,1999,75000000,19598588,5.4
Mandela: Long Walk to Freedom,192136,Drama,2013,35000000,27330000,6.5
Reds,18254,Drama,1981,32000000,40382659,7.1
A Few Good Men,881,Drama,1992,40000000,243240178,7.1
Exit Wounds,10877,Action,2001,50000000,79958599,5.3
Big Momma's House,9600,Crime,2000,30000000,173959438,5.6
The Darkest Hour,71469,Horror,2011,30000000,64626786,4.8
Step Up Revolution,85446,Music,2012,33000000,140470746,6.7
Snakes on a Plane,326,Action,2006,33000000,62022014,5.1
The Punisher,7220,Action,2004,33000000,54700105,6.1
Goal!: The Dream Begins,9763,Drama,2005,30000000,27610873,6.6
Safe,72387,Action,2012,30000000,40346186,6.3
Return of the Jedi,1892,Adventure,1983,32350000,572700000,7.9
Doomsday,13460,Action,2008,30000000,22211426,5.8
The Reader,8055,Drama,2008,32000000,113019290,7.2
Wanderlust,50647,Comedy,2012,35000000,24159934,5.3
Elf,10719,Comedy,2003,32000000,173398518,6.4
Phenomenon,9294,Drama,1996,32000000,152036382,6.2
Nacho Libre,9353,Comedy,2006,32000000,80197993,5.6
Bridesmaids,55721,Comedy,2011,32500000,288383523,6.5
This Is the End,109414,Action,2013,32000000,126041322,6.3
Stigmata,10307,Horror,1999,29000000,50041732,6.0
Men of Honor,11978,Drama,2000,32000000,48814909,7.0
Takers,22907,Action,2010,32000000,69055695,6.0
The Big Wedding,87567,Comedy,2013,35000000,21819348,5.7
"Big Mommas: Like Father, Like Son",38322,Crime,2011,32000000,83615414,5.3
Source Code,45612,Thriller,2011,32000000,147332697,7.1
Alive,7305,Action,1993,32000000,36733909,6.7
